കവിതകൾ/ പാട്ടുകൾ,വൃത്തം,Poet,Type
അലഞ്ഞും വലഞ്ഞും കറങ്ങുന്ന കാലം,,ഏവൂർ,
വരും കുത്തിയങ്ങോട്ടിരിക്കുന്ന കാലം,,ഏവൂർ,
കുരുന്നു ഞാറിൻ പച്ച ത്തലപ്പും വരമ്പിന്റെ,,വൈലോപ്പള്ളി,
ഞരമ്പുമല്ലാതെല്ലാ മാണ്ടുനിൽക്കുന്നു നീറ്റിൽ,,വൈലോപ്പള്ളി,
പ്ലാവില കോട്ടിയ കുമ്പിളിൽ തുമ്പതൻ,,ഓ. എൻ. വി,
പൂവുപോലി ത്തിരിയുപ്പു തരിയെടു,,ഓ. എൻ. വി,
ത്താവി പറക്കുന്ന പൊടിയരിക്കഞ്ഞിയിൽ,,ഓ. എൻ. വി,
തൂവി പതുക്കെ പറയുന്നു മുത്തശ്ശി,,ഓ. എൻ. വി,
അധികനേരമായ് സന്ദർകർക്കുള്ള,,ബാലചന്ദ്രൻ ചുള്ളിക്കാട്,
മുറിയിൽ മൗനം കുടിച്ചിരിക്കുന്നു നാം,,ബാലചന്ദ്രൻ ചുള്ളിക്കാട്,
എത്തി കിഴക്കൻ മല കടന്നിന്നലെ,,ഇടശ്ശേരി,
യത്തീര ഭൂവിൽക്കറുത്ത ചെട്ടിച്ചികൾ,,ഇടശ്ശേരി,
ഞാനെന്റെ വാല്മീകത്തി  ലിത്തിരിനേരം ധ്യാന,,വയലാർ,
ലീനനായിരുന്നതു  മൗനമായ് മാറാനല്ല,,വയലാർ,
പാലപ്പൂത്തുദിക്കുന്ന രാവിൽ,,സുഗതകുമാരി,
പാരിജാതം മണക്കുന്ന രാവിൽ,,സുഗതകുമാരി,
കുതിര വന്നു കതിരണിഞ്ഞ,,,നാടോടി
മുതിര തിന്നു കറുമുറാ,,,നാടോടി
അക്കരക്കാവിലെ ചക്കരമാവിലെ,,,നാടോടി
കാക്കച്ചിപ്പെണ്ണിനു കല്യാണം,,,നാടോടി
കറുത്തപെണ്ണേ കരിങ്കുഴലീ,,,നാടോടി
നിനക്കൊരുത്തൻ കിഴക്കുദിച്ചു,,,നാടോടി
ചീകിത്തിരുകിയ പീലിത്തലമുടി,,,നാടോടി
എങ്ങനഴിഞ്ചിതെടീ കൊറത്തീ,,,നാടോടി
ഞാനല്ല പൈങ്കിളി താമരപ്പൈങ്കിളി,,,നാടോടി
താണിരുന്നാടുന്ന പൊന്നോല,,,നാടോടി
ചന്തത്തിൽ മുറ്റം ചെത്തിപ്പറിച്ചീല,,,നാടോടി
എന്തെന്റെ മാവേലി ഓണം വന്നു,,,നാടോടി
ഉറുമ്പൊരുത്തൻ പറമ്പിലൂടെ,,ലതീഷ് കീഴല്ലൂർ,
കുറുമ്പുകാട്ടി നടക്കുന്നു,,ലതീഷ് കീഴല്ലൂർ,
തെയ്യകതൈതോം പാട്ടുകൾ പാടി,,ലതീഷ് കീഴല്ലൂർ,
തുഴയുകയായി അഴകപ്പൻ,,ലതീഷ് കീഴല്ലൂർ,
കടലേ കടലേ വൻ കടലേ,,ലതീഷ് കീഴല്ലൂർ,
ചെമ്മീനൊരു പിടി തരുമോ നീ,,ലതീഷ് കീഴല്ലൂർ,
കൂട്ടാനെന്തിന് അഞ്ചാറ്,,ലതീഷ് കീഴല്ലൂർ,
കിട്ടണമിത്തിരി മീൻചാറ്,,ലതീഷ് കീഴല്ലൂർ,
ഹരിനാരായണ ജയനാരായണ,,,Traditional
ജയ ഗോവിന്ദ ഗോവിന്ദ,,,Traditional
ഗോവിന്ദരാമരാമ ഗോപാലകൃഷ്ണ നിന്മെയ്,,,Traditional
കാണുമാറരുളേണം ഗോവിന്ദ,,,Traditional
അച്യുതാനന്ദ ഗോവിന്ദ മാധവ,,,Traditional
സച്ചിതാനന്ദ ശ്രീകൃഷ്ണ പാഹിമാം,,,Traditional
കുടു കുടെ കുടു കുടെ മഴ പെയ്തു,,ലതീഷ് കീഴല്ലൂർ,
ചടപട ചടപട ഇടി വെട്ടി,,ലതീഷ് കീഴല്ലൂർ,
സ്വപ്‌നങ്ങൾ പോലും കടം കൊണ്ട പൊങ്ങച്ച,,മധുസാർ,
മിക്കരെത്തന്നെത്തളഞ്ഞു നില്പെങ്കിലും,,മധുസാർ,
കണ്ടോ കണ്ടോ ചാഞ്ചാട്ടം,,മടവൂർ സുരേന്ദ്രൻ,
കണ്ടാൽ കണ്ണിനു കളിയാട്ടം,,മടവൂർ സുരേന്ദ്രൻ,
പത്തു വയസ്സായ ഞാനിന്നു വീടാകും,,പ്രേമജ ഹരീന്ദ്രൻ,
കൂട്ടിൽ കുടുങ്ങിയ തത്തയല്ലോ,,പ്രേമജ ഹരീന്ദ്രൻ,
ഒന്നാമനാകണം ഫുൾമാർക്കു വാങ്ങണ,,പ്രേമജ ഹരീന്ദ്രൻ,
മെന്നതല്ലാതൊന്നു മോർത്തുകൂടാ,,പ്രേമജ ഹരീന്ദ്രൻ,
ഒന്നേ തക്കിട തിന്താരോ,,സി. പി,
ഒന്നാം പൂവൊരു കൊന്നപ്പൂ,,സി. പി,
ഏഴേ തക്കട തിന്താരോ,,സി. പി,
ഏഴാം പൂവൊരു താഴം പൂ,,സി. പി,
കിലദ്ദേവ ഗോത്രം  കനദ്ധേമ ഗാത്രം,,നാരായണ ഗുരു,
സദാനന്ദ മാത്രം മഹാഭക്തിമിത്രം,,നാരായണ ഗുരു,
സമസ്ത പ്രപഞ്ചം സൃജിച്ചും ഭരിച്ചും,,നാരായണ ഗുരു,
മുദാസംഹരിച്ചും രസിച്ചും രമിച്ചും,,നാരായണ ഗുരു,
കർണ്ണ കുണ്ഡല മണ്ഡലീകൃതഗണ്ഡ പാളിയുമെന്നുടേ,,നാരായണ ഗുരു,
കണ്ണിണയ്ക്കതിഥീ ഭവിയ്ക്കണമെപ്പൊഴും ഗുഹ പാഹിമാം,,നാരായണ ഗുരു,
സത്തും ചിത്തും കലർത്തിശ്ശരവണ ഭവ  നീ,,നാരായണ ഗുരു,
ഞാനുമായിട്ടൊരുന്നാൾ,,നാരായണ ഗുരു,
വേലായുധോ മഹതി കോലാഹലാരവ സു,,നാരായണ ഗുരു,
ലീലാതനോതു കുശലം,,നാരായണ ഗുരു,
സ്കന്ദം കുങ്കുമ വർണ്ണം സ്പന്ദമുദാനന്ദം പരമാനന്ദം,,നാരായണ ഗുരു,
ഓം ഓം ഓം ഹോമ ധൂമ പ്രകടതട ജടാ,,നാരായണ ഗുരു,
കോടി  ഭോഗി പ്രപൂരം,,നാരായണ ഗുരു,
ജയ ജയ ചന്ദ്രകലാധര ദൈവമേ,,നാരായണ ഗുരു,
ജയ ജയ ജന്മ വിനാശന ശങ്കര,,നാരായണ ഗുരു,
ചെമ്പടതാളം തരികിട മേളം,,ഇന്ദിരാ അശോക്,
പൂരം പൊടി പൊടി പാറുന്നു,,ഇന്ദിരാ അശോക്,
വെള്ളത്തുള്ളി യരഞ്ഞാണം,,ഇന്ദിരാ അശോക്,
ചിന്നിച്ചിതറുമലങ്കാരം,,ഇന്ദിരാ അശോക്,
പുള്ളുവൻ പാടുന്ന കാവിൽ ആരോ,,ഇന്ദിരാ അശോക്,
മഞ്ഞളും തൂകി തളിച്ചു,,ഇന്ദിരാ അശോക്,
വമ്പനൊരു മാമല തൻ  കൊമ്പൊടിഞ്ഞു വീണു,,ഇന്ദിരാ അശോക്,
കല്ലുകളായ് ചിന്നി ചില്ലുകളായ് മിന്നി,,ഇന്ദിരാ അശോക്,
വാട്സാപ്പിൽ ഫേസ്ബുക്കിൽ ചാറ്റിന്റെ മഴയേറ്റ്,,ദീപ പത്മകുമാർ,
ചൂടു പിടിക്കുന്നു പുതു ബാല്യങ്ങൾ,,ദീപ പത്മകുമാർ,
കണ്ണീരു കൊത്തിയെടുക്കുവാ നായ്,,ദീപ പത്മകുമാർ,
ഓരോ വരികൾ ചമയ്ക്കുന്നേരം,,ദീപ പത്മകുമാർ,
ഒന്നൊന്നായ് കാഴ്ച നിരന്നു,,ദീപ പത്മകുമാർ,
കാഴ്ചയിലെന്നമ്മ നിറഞ്ഞു,,ദീപ പത്മകുമാർ,
ഹൃത്തിന്റെ നീറ്റലൊന്നാറിടുമ്പോൾ,,ദീപ പത്മകുമാർ,
കണ്ണീരിൻ മറയൊന്നു നീങ്ങിടുമ്പോൾ,,ദീപ പത്മകുമാർ,
നാളെയെന്ന പ്രതീക്ഷയാണോണം,,ദീപ പത്മകുമാർ,
നാട്ടു ചൊല്ലിൻ മധുരമാണോണം,,ദീപ പത്മകുമാർ,
കയ്യെഴുത്താകെ മറന്നു പോകുന്നേരം,,ദീപ പത്മകുമാർ,
യന്ത്രം കുറിക്കട്ടെ ഹരിശ്രീയും,,ദീപ പത്മകുമാർ,
കന്യയാണ ബല പക്ഷേ,,വി. മധുസൂദനൻ നായർ,
അമ്മയായാൽ മഹാബല,,വി. മധുസൂദനൻ നായർ,
ആടു പാമ്പേ പുനം തേടു പാമ്പേ യരു,,നാരായണഗുരു,
ളാനന്ദ കൂത്തു കണ്ടാടുപാമ്പേ,,നാരായണഗുരു,
ബ്രഹ്മ മുഖാമര വന്ദിത ലിംഗം,,നാരായണഗുരു,
ജന്മജരാ മരണാന്തക ലിംഗം,,നാരായണഗുരു,
മനുഷ്യാണാം മനുഷ്യത്വം,,നാരായണഗുരു,
ജാതിർ ഗോത്വം ഗവാം യഥാ,,നാരായണഗുരു,
ഒരു ജാതി ഒരു മതം ഒരു ദൈവം മനുഷ്യന്,,നാരായണഗുരു,
ഒരു യോനിയൊരാകാരമൊരു ഭേദവുമില്ലതി ൽ,,നാരായണഗുരു,
ഒരു പീഡയെറുമ്പിനും വരൂ,,നാരായണഗുരു,
ത്തരുതെന്നുള്ളനുകമ്പയും സദാ,,നാരായണഗുരു,
അറിയപ്പെടുമിതു വേറ,,നാരായണഗുരു,
ല്ലറിവായിടും തിരിഞ്ഞിടും നേരം,,നാരായണഗുരു,
ദൈവമേ കാത്തു കൊൾകങ്ങു,,നാരായണഗുരു,
കൈ വിടാതിങ്ങു ഞങ്ങളെ,,നാരായണഗുരു,
ആരൊരാൾ തെളിയിച്ചീ  കൊച്ചു മൺ വിളക്കിപ്പോ,,മഞ്ജു വൈഖരി,
ളീവിധം വിദ്യുദീപ  മൊളി ചിന്നീടും നേരം,,മഞ്ജു വൈഖരി,
കരയാൻ മറന്നന്നു കാറ്റു പോലും,,മഞ്ജു വൈഖരി,
കദന ഭാരത്തോടെ തെല്ലു നിന്നു,,മഞ്ജു വൈഖരി,
ഉച്ചത്തിൽ ചെവിപൊട്ടും പാട്ടുകൾ,,മഞ്ജു വൈഖരി,
എന്തൊരു കഷ്ടപ്പാടിതു കഷ്ടം,,മഞ്ജു വൈഖരി,
ഉറുമ്പൊരുത്തൻ പറമ്പിലൂടെ,,ലതീഷ് കീഴല്ലൂർ,
കുറുമ്പുകാട്ടി നടക്കുന്നു,,ലതീഷ് കീഴല്ലൂർ,
പച്ചച്ചിറകു വിരിച്ചു പറക്കും,,ലതീഷ് കീഴല്ലൂർ,
തത്തേ നിന്നുടെ കൂടെവിടെ,,ലതീഷ് കീഴല്ലൂർ,
കൂട്ടാനെന്തിന് അഞ്ചാറ്,,ലതീഷ് കീഴല്ലൂർ,
കിട്ടണമിത്തിരി മീൻ ചാറ്,,ലതീഷ് കീഴല്ലൂർ,
തെയ്യക തൈതോം പാട്ടുകൾ പാടി,,ലതീഷ് കീഴല്ലൂർ,
